time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.identifier.data,.size.data,.TimeStamp.data,PosLocalX,PosLocalY,Height,GPS_Speed,AccelX,AccelY,AccelZ,PedalPosAcc,PedalPosBrk,AngleSteer,carPositionNormalized,TimeStamp
2020/07/16/13:53:52.866019,84,1594875232,865760803,,,0,1594875264,-650.0327759,-141.8972931,-81.3054657,100.9725342,0.108223341,-0.041268155,-0.0131120197,0.59434998,0,0.152099997,0.203318208,1594875232.86576
2020/07/16/13:53:52.966166,85,1594875232,965782642,,,0,1594875264,-650.8397827,-139.7683716,-81.29823303,101.3612289,0.140587896,0.0360838138,0.0211534034,0.642250001,0,0.152099997,0.203789428,1594875232.96578
2020/07/16/13:53:53.066126,86,1594875233,65780878,,,0,1594875264,-652.1931152,-136.2013702,-81.28438568,102.0871658,0.167989194,-0.0318014957,0.0161757506,0.691599965,0,0.45629999,0.204572216,1594875233.06578
2020/07/16/13:53:53.166019,87,1594875233,165738821,,,0,1594875264,-652.677063,-134.9267578,-81.27952576,102.3703232,0.166932866,0.00297768926,-0.0343097039,0.704349995,0,0.45629999,0.204856038,1594875233.16574
2020/07/16/13:53:53.266094,88,1594875233,265756130,,,0,1594875264,-653.8326416,-131.8854675,-81.26850891,103.055069,0.151115894,-0.0193716008,-0.0285555571,0.708500028,0,0.506999969,0.205519855,1594875233.26576
2020/07/16/13:53:53.366099,89,1594875233,365757703,,,0,1594875264,-655.2432251,-128.1774139,-81.256073,103.8865662,0.149709105,-0.00760396523,0.0106039159,0.713349998,0,1.977299929,0.206334263,1594875233.36576
2020/07/16/13:53:53.466078,90,1594875233,465736627,,,0,1594875264,-656.0469971,-126.0690384,-81.24985504,104.3455048,0.172975719,-0.0464388616,-0.0431145802,0.713349998,0,3.650399923,0.206800342,1594875233.46574
2020/07/16/13:53:53.566099,91,1594875233,565757036,,,0,1594875264,-657.2330322,-122.9726486,-81.24240875,105.0187225,0.169572547,0.00335665536,-0.0812941194,0.713349998,0,4.360199451,0.207481906,1594875233.56576
2020/07/16/13:53:53.666141,92,1594875233,665790319,,,0,1594875264,-658.2124634,-120.4344788,-81.23633575,105.5579681,0.173590839,0.0349848568,-0.0887091234,0.715349972,0,3.85319972,0.20803906,1594875233.66579
2020/07/16/13:53:53.766102,93,1594875233,765768527,,,0,1594875264,-659.4295044,-117.3092804,-81.22727203,106.2179565,0.20126915,0.0201275218,-0.129479989,0.718500018,0,3.244799852,0.208726391,1594875233.76577
